song,artist,genre,lyrics,audio_path,language
Live At The Barbeque,Main Source feat. Nas,rap & hip hop,"Nas Essentials Lyrics1. Nas- Nas Is Like
2. Nas- Made You Look
3. Nas- EPMD
4. Nas- Hate Me Now (feat. Puff Daddy)
5. Nas- Ether
6. Nas- N.Y. State of Mind
7. Nas- Ultra Black (feat. Hit-Boy)
8. Nas- The World Is Yours
9. Dave East- Godfather 4 (feat. Nas)
10. Nas- Replace Me (feat. Big Sean & Don Toliver)
11. Nas- Vernon Family
12. Nas- Halftime
13. Nas- Life's a Bitch
14. Nas- If I Ruled The World (Imagine That) [feat. Lauryn Hill]
15. Nas- Adam and Eve (feat. The-Dream)
16. Nas- The Art of It (feat. J. Myers)
17. Nas- Spicy (feat. Fivio Foreign & A$AP Ferg)
18. Nas- Cops Shot the Kid (feat. Kanye West)
19. Main Source- Live at the Barbeque (feat. Nas)
20. Nas- Street Dreams
21. Nas- One Mic
22. Nas- I Can
23. Nas- everything (feat. The-Dream & Kanye West)
24. Nas- Tanasia
25. Nas- Daughters
26. Nas- It Ain't Hard to Tell
27. Nas- I Gave You Power
28. Nas- Get Down
29. Nas- No Idea's Original
30. Nas- QueensBridge Politics
31. Nas- Not For Radio (feat. Puff Daddy)
32. Nas- Hip Hop Is Dead (feat. will.i.am)
33. Nas- Rewind
34. Nas- Doo Rags
35. Nas- Sweet Dreams (feat. R Kelly) [Remix]
36. Nas- It Never Ends
37. Nas- The Message
38. Nas- Thugz Mansion (N.Y.) [feat. Tupac Shakur & J. Phoenix]
39. DJ Khaled- Nas Album Done (feat. Nas)Embed",e:\uni\fall25\cse425\project\data\audio\english\Live_At_The_Barbeque_Main_Source_feat._Nas.mp3,english
Cruise,Florida Georgia Line,country,"Cruise (Remix) Lyrics[Intro: Florida Georgia Line & Nelly]
Baby, you a song
You make me wanna roll my windows down and cruise
(Let's go!)

[Refrain: Florida Georgia Line & (Nelly)]
I got my windows down and the radio up (Yeah)
Get your radio up
What up, Nelly? (Alright)
I got my windows down and the radio up
Get your radio up

[Verse 1: Florida Georgia Line & (Nelly)]
Yeah, when I first saw that bikini top on her
She’s poppin' right out of the South Georgia water
Thought, ""Oh, good lord, she had them long tanned legs""
Couldn't help myself, so I walked up and said (I said)
[Chorus: Florida Georgia Line & (Nelly)]
Baby, you a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit (Hey)
Would look a hell of a lot better with you up in it (Come on)
So baby, you a song
You make me wanna roll my windows down and cruise

[Refrain: Florida Georgia Line]
I got my windows down and the radio up
Get your radio up

[Verse 2: Florida Georgia Line & (Nelly)]
Yeah, she was sippin' on Southern and singin' Marshall Tucker
We were fallin' in love in the sweet heart of summer
She hopped right up into the cab of my truck and said
""Fire it up, let’s go get this thing stuck"" (I said)

[Chorus: Florida Georgia Line & (Nelly)]
Baby, you a song
You make me wanna roll my windows down and cruise (Hey)
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit (Hey)
Would look a hell of a lot better with you up in it (Come on)
So baby, you a song
You make me wanna roll my windows down and cruise
(Yeah, yeah, yeah, yeah, let's go)
[Verse 3: Nelly]
My windows down, my seats back, my music up and we ride
Her legs up on my dashboard, and it's just the way I like
Hey country girl, this country boy, like e'rything about you
Don't change a thing, no way, you stay the same and I got you
I likes all that, all that, head to toe, you all that
Tell 'ole boy he call back, send her a text, say ""fall back""
'Cause I can see you got a thing for the fast life (For the fast life)
So come on, shawty, let me show you what the fast like (Uh-huh)
Whipping 'cross the border, Florida into Georgia
'Cause baby, you a song
And you make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every hood, ev'ry town with you
And this drop-top Chevy painted real slick
Would look a hell of a lot better with you up in it (You up in it)
'Cause baby, you a song
And you make me wanna roll my, roll my, roll my, r-r-r-roll...

[Chorus: Florida Georgia Line & Nelly, (Nelly)]
Baby, you a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit (Hey)
Would look a hell of a lot better with you up in it (Come on)
So baby, you a song
You make me wanna roll my windows down and cruise
[Outro: Florida Georgia Line & Nelly]
I got my windows down and the radio up (Come on)
Get your radio up (Yeah, get those windows down and cruise)
I got my windows down and the radio up
Get your radio up (Got my windows down and cruise)
I got my windows down and the radio up
Get your radio up, up, up, up25Embed",e:\uni\fall25\cse425\project\data\audio\english\Cruise_Florida_Georgia_Line.mp3,english
Don't forget to remember me,Carrie Underwood,country,"Don’t Forget to Remember Me Lyrics[Verse 1]
18 years have come and gone
For mama they flew by
But for me they drug on and on
We were loading up that Chevy
Both trying not to cry
Mama kept on talking
Putting off good-bye
And she took my hand and said
""Baby, don't forget""

[Chorus 1]
Before you hit the highway
You better stop for gas
There's a 50 in the ashtray
In case you run short on cash
Here's a map, and here's a Bible
If you ever lose your way
[Interlude]
Just one more thing before you leave:
Don't forget to remember me

[Verse 2]
This downtown apartment sure makes me miss home
And those bills there on the counter
Keep telling me I'm on my own
And just like every Sunday, I called mama up last night
And even when it's not, I tell her everything's alright
Before we hung up, I said
""Hey mama, don't forget

[Chorus 2]
To tell my baby sister, I'll see her in the fall
And tell Meemaw that I miss her
Yeah, I should give her a call
And make sure you tell Daddy
That I'm still his little girl

[Interlude]
Yeah, I still feel like I'm where I'm supposed to be
But don't forget to remember me""

[Verse 3]
Tonight I find myself kneeling by the bed to pray
I haven't done this in a while
So I don't know what to say
But Lord, I feel so small sometimes
In this big old place
[Outro]
Yeah, I know there's more important things
But don't forget to remember me
Don't forget to remember me""1Embed",e:\uni\fall25\cse425\project\data\audio\english\Don't_forget_to_remember_me_Carrie_Underwood.mp3,english
Angel of Mine,Monica,R&B,"Angel of Mine Lyrics[Verse 1]
When I first saw you, I already knew
There was something inside of you
Something I thought that
I would never find, angel of mine
I look at you looking at me
Now I know why they say
The best things are free
I'm gonna love you, boy
You are so fine, angel of mine

[Pre-Chorus]
How you changed my world
You'll never know
I'm different now
You helped me grow
[Chorus]
You came into my life
Sent from above
When I lost all hope
You showed me love
I'm checking for you, boy
You're right on time, angel of mine

[Verse 2]
Nothing means more to me than what we share
No one in this whole world can ever compare
Last night, the way you moved is still on my mind
Angel of mine

[Pre-Chorus]
What you mean to me
You'll never know
Deep inside, I need to show

[Chorus]
You came into my life
Sent from above (Sent from above)
When I lost all hope
You showed me love (Boy, you showed me love)
I'm checking for you, boy
You're right on time (Right on time)
Angel of mine (Angel of mine)
[Bridge]
I never knew I could feel each moment
As if they were new
Every breath that I take
The love that we make
I only share it with you (You, you, you, you)

[Interlude]
When I first saw you, I already knew
There was something inside of you
Something I thought that I would never find
Angel of mine

[Chorus]
You came into my life (Came into my life, yeah)
Sent from above
When I lost all hope
You showed me love (Boy, you showed me love, uh-huh)
I'm checking for you, boy
You're right on time (But boy, you're right on time)
Angel of mine (Angel of mine, oh, mine)

[Outro]
How you changed my world
You'll never know
I'm different now
You helped me grow
I look at you looking at me
Now I know why they say
The best things are free
I'm checking for you, boy
You're right on time
Angel of mine6Embed",e:\uni\fall25\cse425\project\data\audio\english\Angel_of_Mine_Monica.mp3,english
I Can Take it From There,Chris Young,country,"I Can Take It From There Lyrics[Verse 1]
Ain't nothin' goin' on in town tonight
Except a loud party crowd drinkin' too much beer
So, baby tell me would it be all right
If we just take a little rain check and stay right here
I'm sure we could find somethin' to do
As a matter of fact, baby why don't you

[Chorus]
Grab a couple glasses and a bottle of wine
Walk down the hall and turn down the lights
And baby while you're at it you might as well
Let down your hair and I can take it from there
Yeah, I can take it from there

[Verse 2]
I'm gonna put an old record on
Conway Twitty, yeah girl I'd love to lay you down
Kill the ringer on the telephone
Ain't gonna stop lovin' you 'til the candle burns out
Oh there it is, that little smile of yours
Come on, baby, what ya waiting for?
[Chorus]
Grab a couple glasses and a bottle of wine
Walk down the hall and turn down the lights
And baby while you're at it you might as well
Let down your hair and I can take it from there

[Bridge]
Tomorrow's gonna be here way too soon
Let's not waste another minute girl
I got plans for me and you

[Chorus]
Just grab a couple glasses and that bottle of wine
Walk down the hall and darlin' turn down those lights
Baby while you're at it you might as well
Let down your hair and I can take it from there
Oh, I can take it from there
I can take it from there, yeah yeahEmbed",e:\uni\fall25\cse425\project\data\audio\english\I_Can_Take_it_From_There_Chris_Young.mp3,english
Act Too (Love Of My Life),The Roots,rap & hip hop,"Act Too (Love of My Life) (Remix) Lyrics(breathing over beat)
Hip Hop Hip Hop (x15)

[Black Thought]
Aiyyo, the anticipation arose as time froze
I just stared down the aisles with my eyes closed
And jumped straight into the crime code, I just did it
You trying to hear that heat right? Yup, well let's get it
My desire to groove was overcomin' my fears
I got a Planet Rock record I stole from blairs
I fiend to throw a DISCO in my room upstairs
Put the needle to the record let it soothe my ears
It goes: ""Party People this groove is so sonic
We fiending to get you high as a kite with no chronic""
Who can tell at the top, but it's better than brain
But I fell in love with the culture, was never the same
Remember All Stars in Ti Sweats
And young rhythm round the projects trying to chill
Cause my name on my buckle and my style is Ill
Cause I got you in my system and refine the skill
You like my life soundtrack, my personal theme
Joint that knock for me ever since I burst on the scene
Yo it's like gimme the music and I make it my wife
(Chorus)
Hip hop, you the love of my Life (aiyo)
Tell the people like that what (aiyo) (hip hop over chorus)
And it sounds so tight, hip hop you the love of my life
We fein' to take it to the top love
It's like that love, and it sounds so tight
Hip hop you the love of my life
We fin to take it to the -
Take it to the - to the - to the - to the (hip hop)

[Black Thought]
Yo, when I was 9 years old, I realized there was a road
At the end thered be a lot of studios and shows
I had to pump my brakes and learn from my mistakes
Took time to create so that y'all could relate
To be a pioneer it takes work for years
And sometimes I Seen things that'll jerk your tears
I been through hard times, many rocks to climb
Trying to take it from the bottom to the top of the line
With fam and the same shorty from the two dollar jam
That used to rock Sergios in the B-girl stance
Polly rocking door knockers with her hair in the twist
With the ill Michael Jackson wrist band on her wrist
Before we ever shook asses and the watched the cells
We used to sing ""La di da di"" and ""Rock the Bells""
And you can mash up in the party til the early mourn'
Without your BALI shoes getting stepped on
Even though we from the city - the Crime and Grime
Yo I grew up around the times of BEATS AND RHYMES
I remember late nights rockin without a mic
Hip hop u the love of my life
(repeat chorus X 2)

(hip hop hip hop) - (over scratches and effects)Embed",e:\uni\fall25\cse425\project\data\audio\english\Act_Too_(Love_Of_My_Life)_The_Roots.mp3,english
Just got started loving you,James Otto,country,"Singles Release Calendar — Fall 2014 LyricsOctober 27
Billy Currington -- Don’t It
Gloriana -- Trouble
Jo Dee Messina -- He’s Messed Up
Adam Wayne -- Keep On Pushing Ahead
Matt Farris -- She’s Done
David Loving -- Bethlehem
Taria -- Parading In Your Rain

November 3
Dustin Lynch -- Hell Of A Night
Cole Swindell -- Ain’t Worth The Whiskey
The Swon Brothers -- Pray For You
Dylan Scott -- Lay It On Me
Dallas Smith -- Wastin’ Gas
November 10
Jason Aldean -- Just Gettin’ Started
Brantley Gilbert -- One Hell Of An Amen
Chase Rice -- Gonna Wanna Tonight
Owen Howell -- Backyard Party

November 17
Rodney Atkins -- Eat Sleep Love You Repeat
Kristy Lee Cook -- Lookin’ For A Cowgirl
Brushville -- Baby’s Got Her Boots On

November 24
Tate Stevens -- Better At Night
James Otto -- Somewhere Tonight

December 1
Steven Lee Olsen -- Raised By A Good Time

January 19
Logan Mize -- Can’t Get Away From A Good Time1Embed",e:\uni\fall25\cse425\project\data\audio\english\Just_got_started_loving_you_James_Otto.mp3,english
Paint It Black,Rolling Stones,rock,,e:\uni\fall25\cse425\project\data\audio\english\Paint_It_Black_Rolling_Stones.mp3,english
Amazed,Lonestar,country,"Amazed Lyrics[Verse 1]
Every time our eyes meet
This feeling inside me
Is almost more than I can take
Baby, when you touch me
I can feel how much you love me
And it just blows me away

[Pre-Chorus]
I've never been this close to anyone, or anything
I can hear your thoughts
I can see your dreams

[Chorus]
I don't know how you do what you do
I'm so in love with you
It just keeps getting better
I want to spend the rest of my life
With you by my side
Forever and ever
Every little thing that you do
Baby, I'm amazed by you
[Verse 2]
The smell of your skin
The taste of your kiss
The way you whisper in the dark
Your hair all around me
Baby, you surround me
You touch every place in my heart

[Pre-Chorus]
Oh, it feels like the first time every time
I want to spend the whole night in your eyes

[Chorus]
I don't know how you do what you do
I'm so in love with you
It just keeps getting better
I want to spend the rest of my life
With you by my side
Forever and ever
Every little thing that you do
Baby, I'm amazed by you

[Guitar Solo]

[Chorus]
Every little thing that you do
I'm so in love with you
It just keeps getting better
I wanna spend the rest of my life
With you by my side
Forever and ever
Every little thing that you do (Every little thing that you do)
Every little thing that you do
Baby, I'm amazed by you15Embed",e:\uni\fall25\cse425\project\data\audio\english\Amazed_Lonestar.mp3,english
Subdivisions,Rush,rock,"Subdivisions Lyrics[Verse 1]
Sprawling on the fringes of the city
In geometric order
An insulated border
In between the bright lights
And the far unlit unknown

[Verse 2]
Growing up it all seems so one-sided
Opinions all provided
The future pre-decided
Detached and subdivided
In the mass production zone
Nowhere is the dreamer or the misfit so alone
[Chorus: Geddy Lee & Neil Peart]
(Subdivisions) —
In the high school halls
In the shopping malls
Conform or be cast out
(Subdivisions) —
In the basement bars
In the backs of cars
Be cool or be cast out
[Post-Chorus]
Any escape might help to smooth
The unattractive truth
But the suburbs have no charms to soothe
The restless dreams of youth

[Instrumental]

[Verse 3]
Drawn like moths, we drift into the city
The timeless old attraction
Cruising for the action
Lit up like a firefly
Just to feel the living night

[Verse 4]
Some will sell their dreams for small desires
Or lose the race to rats
Get caught in ticking traps
And start to dream of somewhere
To relax their restless flight
Somewhere out of a memory
Of lighted streets on quiet nights
[Chorus: Geddy Lee & Neil Peart]
(Subdivisions) —
In the high school halls
In the shopping malls
Conform or be cast out
(Subdivisions) —
In the basement bars
In the backs of cars
Be cool or be cast out
[Instrumental]

[Post-Chorus]
Any escape might help to smooth
The unattractive truth
But the suburbs have no charms to soothe
The restless dreams of youth

[Instrumental Outro]11Embed",e:\uni\fall25\cse425\project\data\audio\english\Subdivisions_Rush.mp3,english
Picture,Kid Rock / Sheryl Crow,country,"Songs That Are Important To Me Lyrics1992-2000Billy Joel - ""Scenes From An Italian Restaurant""
Poison - ""Look What The Cat Dragged In""
Will Smith - ""Miami""2000-2010Asher Roth - ""I Love College""
Kid Rock - ""Picture"" ft Sheryl Crow
LMFAO - ""Shots""
Tim McGraw - ""Live Like You Were Dying""
Toby Keith - ""Courtesy Of The Red, White, And Blue (The Angry American)""2010-2020Upchurch - ""Donald Trump""Embed",e:\uni\fall25\cse425\project\data\audio\english\Picture_Kid_Rock___Sheryl_Crow.mp3,english
Walk This Way,Run DMC feat. Aerosmith,rap & hip hop,"Walk This Way Lyrics[Verse 1: Rev Run, D.M.C., & Both]
Now there's a backseat lover that's always undercover
And I talk 'til my daddy say
Said, ""You ain't seen nothing 'til you're down on a muffin""
""And there's sure to be a change in ways""
Now, there's a cheerleader that's a real big bleeder
As far as I can reminisce
But the best thing of loving was her sister and her cousin
And it started with a little kiss, like this

[Chorus: Rev Run, D.M.C., & Both]
See-saw swinging with the boys in school
And her feet was flying up in the air
Singing, ""Hey diddle diddle with the kitty in the middle""
And they swinging like it just don't care
So I took a big chance at the high school dance
With a lady who was ready to play
It wasn't me she was foolin' 'cause she knew what was she was doin'
When she told me how to walk this way
She told me to
[Chorus: Steven Tyler & Rev Run]
Walk this way, talk this way
Walk this way, talk this way (She told me to)
Walk this way, talk this way
Walk this way, talk this way
Well, just gimme a kiss
Ooh, like this

[Verse 2: Rev Run, D.M.C., & Both]
School girl sleazy with a classy kind of sassy
Little skirt hanging way up her knee
It was three young ladies in the school gym locker
And they found they were looking at D
I was a high school loser, never made it with a lady
'Til the boys told me something I missed
That my next door neighbor with a daughter had a favor
And I gave the girl a little kiss, like this

[Chorus: Steven Tyler, Steven Tyler & Run-D.M.C.]
See-saw swinging with the boys in the school
With your feet flying up in the air
Singing, ""Hey diddle diddle, with your kitty in the middle""
I was swinging like I didn't care
So I took a big chance at the high school dance
With a missy who was ready to play
Wasn't me she was foolin' when she knew what she was doin'
When she told me how to walk this way
She told me to
[Chorus:  Steven Tyler & Rev Run]
Walk this way, talk this way
Walk this way, talk this way (She told me to)
Walk this way, talk this way
Walk this way, talk this way
Well, just gimme some head
Like this18Embed",e:\uni\fall25\cse425\project\data\audio\english\Walk_This_Way_Run_DMC_feat._Aerosmith.mp3,english
Hip-Hop 101,Aasim,rap & hip hop,"Hip Hop 101 Lyrics[Intro]
Yeah, what we gonna do is take it back right quick
Take you on this journey, back to the basics
South Jamaica, Queens, Roc Raida
It's easy, Grind Music
It's easy, Bad Boy
Uh, uh

[Verse 1]
I been a nigga starvin', not into nine-to-fivin'
Married the struggle so when trouble made my muscle harden
My momma overtimin', I'm in a soldier's mind in my eyes
Got permanent scars from cryin'
But now I'm, headed for better, better suited for cheddar
Never fold under pressure, settlin' debts and whatever's clever
Thе stress is under suppression, my aggrеssion's in a sentence
Is seventy-seven seconds to serve you a lesson
So when the, pen hits the pad from now and forever
It's a vendetta, I tend to be a over aggressor
Underachievers, the stature is amateur status
And with the madness I create I bring peace to the atlas
I made a, promise to Thomas I was gon' be poppin'
Watch in a minute with this rhymin' and my outright defiance
And non-compliance, with a science I define through my writin'
Sharp as a knife with an alliance, I could clash with the titans
So bring it on
[Interlude]
Okay, what we gon' do right now
Is take it back to 1989
Slick Rick the Ruler
Knamean? Big Daddy Kane and all that
Aasim in this mo'fucker
It's so official, so official, Grind Music
Uh

[Verse 2]
Look in my mind of malice, rhyme is my type of ballad
Fly is my type of style, it coincides my type of talent
Challenge should bring the balance, Aas' gotta save the palace
My kinda callus is like racial violence
And with the voice of a rebel, therapeutic with the uses
Your music I school a stupid, uz' in sight is too confusin'
The world where the rules vary, very similar to various artists
One in particular who chooses to be different 'cause
Shit is bug 'round the way, niggas smokin' hash
Bearin' the pain of walkin' barefoot over broken glass
Havin' these younger girls ho for cash
And sellin' jums, robbin' niggas for funds'll turn shit over fast
Get on your mission, no more wishin', this is business
My lyric is ammunition, keep my spirit outta prison
My vison to cure the sinnin', Aas' studied like religious
Stigmata for all that listen, your mental must pay attention 'cause
[Outro]
Yeah, yeah
Feels so soulful in this motherfuckin' booth right now
Yeah, I'm Aasim, nigga
I done told you 2005 is all mines
It's predetermined, like the end of the world, you cocksuckers
Never fallin', uhhEmbed",e:\uni\fall25\cse425\project\data\audio\english\Hip-Hop_101_Aasim.mp3,english
Turn off the lights,Teddy Pendergrass,R&B,"Turn Off The Lights LyricsTurn off the lights and light a candle
Tonight I'm in a romantic mood, yeah

Let's take a shower, shower together
I'll wash your body and you'll wash mine, yeah
Rub me down in some hot oils, baby, yeah
And I'll do the same thing to you

Just turn off the lights, come to me
Girl, I wanna give you a special treat, you're so sweet
Turn off the lights and let's get cozy
See, you're the only one in the world that I need

I wanna love you, love you all over, yeah
Over and over and over and over and over and over and over and over again
Whisper sweet words of love in your ear
Show you I how much I missed you, missed you, my dear
Turn em off and come to me
Tonight, I'm in a sexy mood, baby
And light a candle
Girl, there's something that I-I wanna do to you, I wanna do, I wanna do to you, baby

Would you mind if I asked you to
Would you rub me down
Would you rub me down in some, in some burnin' hot oils, baby, yeah
I swear I'll be doing the same thing, the same thing to you, baby

Turn em off and let's get cozy
I wanna give you a special treat, you've been so sweet
Turn em off and come closer
You're the only one in this whole wide world that I'd ever  need

Turn em off and light a candle
You see, there's somethin' I, somethin' I, somethin' I, somethin' I
Somethin' I wanna do to you, baby

I'm lyin' here waitin', my dear
You can get what you want any time you want it
I'm lyin' here waitin', my dear
Come get what you need, give me what I need
Tell me what you want to do (There's something I)
Tell me what you wanna do baby (There's something I)
Something I wanna do to you baby
Tell me what you wanna do (Yeah)
Tell me what you wanna do baby (Yes)
Tell me what you wanna do (I got some thing in my mind)
Tell me what you wanna do baby
Something that I've been wanting, you know, all the time yeah
Yes
Tell me what you wanna do (I wanna give you a special treat)
Tell me what you wanna do baby
'Cause you've been so sweet yeah yes
Anything that you want
Anything that you need
I got it
I got it
I'd do it
I'd will it
Whatever you want baby1Embed",e:\uni\fall25\cse425\project\data\audio\english\Turn_off_the_lights_Teddy_Pendergrass.mp3,english
Can't Get Enough,Bad Company,rock,"Can’t Get Enough LyricsOne two, one two three

Well, I take whatever I want
And baby, I want you
You give me something I need
Now tell me I got something for you

Come on, come on, come on and do it
Come on and-uh do what you do

I can't get enough of your love
I can't get enough of your love
I can't get enough of your love

Listen
Well, it's late and I want love
Love that's gonna break me in two
Don't you hang me up in your doorway
Don't you hang me up like you do

Say it
Come on, come on, come on and do it
Come on, come on, do what you do, Woo!

I can't get enough of your love
I can't get enough of your love
I can't get enough of your love

Well I say now

I can't get enough of your love
I can't get enough of your love
I can't get enough of your love

Say it again, aah
I can't get enough of your love
I can't get enough of your love
I can't get enough of your love

I've got to tell ya baby, that I
I love you so much I can't get enough of your love
I love you so much I can't get enough of your love
I can't get enough of your love
Mmm, you know what I'm saying baby
I can't get enough of your love

I can't get enough, enough of your love
I can't get enough, enough of your love
I can't get enough of your love, Yeah
Woo! Ah, come on baby
Come over here right now
Oh oh oh oh...1Embed",e:\uni\fall25\cse425\project\data\audio\english\Can't_Get_Enough_Bad_Company.mp3,english
Broken Silence,So Solid Crew,rap & hip hop,"Broken Silence Lyrics[Verse 1]
I grew up in the same places as
Ricky got shot in the face
I saw Abraham's brain split on the pave
He jumped off the block, right where the kids play
We used to sit everyday
Chattin' shit, We all strayed
I guess its deep-seeded urban decay
From my angle I can see the ghetto burning away
I wanna cry, I find myself turning away
This kid 16, Burning the yay
Mislearning the game
I send a prayer for the pain

[Hook]
As I stand here
Oooooo
Watching the world go round
How it always gets me down
Is it supposed to be like this?
Like this?
As we ride, (As we ride)
Oooooo
To gain an edge in life
Someone always seems to try
To come in the way, Is it supposed to be like this?
[Verse 2]
I come from a place where
You can't tell what's round the corner
Going to jail, Or fail
Getting fucked up
Like them little black kids from Bronxtale
Well, As long as we're living in hell
In the streets violence will always dwell
I can tell you a thousand tales
Documented in detail
And most niggas can relate around the world
My nigga Kurt got found
With bullet rounds in his chest
Up in the ATL
And the papers hate me well
I'm trying to revoke the violence
Not promote the violence
This is my broken silence
And you can hear my screams louder than police sirens
I'm tryna fight back
Like my nigga little Byron
Just as long as I love and stay vibrant
I shall provail
And I shall not betrayal
I shall put my hands up at the end and say I done well
Only time will tell, fo' real
[Hook]

[Verse 3]
(Last verse coming from the heart)
I guess we need more stability
It's like we're imprisoned in the ghetto and it's getting to me
To the point where I'm feeling institutionalised
Look in my eyes
You'll see pain in it
But who can decide?
Whether I stay entrapped in
Packed in
Or fly from the restraining of thoughts packed in
-side my brain but
I proclaim that I will withstand the rain in
- order to get out this game, plus
The media, Government
Tried to blow us
But they can't out the flame
Or doubt the name
Shit and your evolution's about to change
Trust me
Sitting round tables with the ties and shirts
With the lust to discuss me
You disgust me
So I must be
As level headed as I can
To never back pedal on the plan
So we can all hold hands together
Unite so we can live as one
[Hook (x2)]1Embed",e:\uni\fall25\cse425\project\data\audio\english\Broken_Silence_So_Solid_Crew.mp3,english
The Testimony,Mack 10,rap & hip hop,"The Testimony Lyrics[Hook]
Life is driving me crazy
Everything ain't all gravy
If it ain't one thing it's another
Why me I believe in karma
So I know that answer is coming back on me

Life is driving me crazy
Everything ain't all gravy
If it ain't one thing it's another
Why me I believe in karma
So I know that answer is coming back on me

[Verse 1]
If the devil wasn't alive Mack would be stressed
Riding around town in a bulletproof vest
Police everywhere armour cars and shhhhh
Worried about being another victim of a hit
But my relationship too strong for real I'm a saint
A child of God and if you hate me then you ain't
Be the only G I know to take it all with no triggers
So I put my faith in him and never no niggas
As a result of that I'm cool seem like I'm never nervous
So catch me Sunday mornings in that 8:30 service
Told me ride with me son and I'll never leave you lonely
Yeah troubles for a reason cause now you got a testimony
[Hook]

[Verse 2]
Most people get outrageous when they hit they knees
But I'm a thank you for the simple things the grass and the trees
I'm grateful for everything my fame and good wealth
I'm blessed with good money but most of all with good health
God if they don't think im sincere they don't know me never knew me
And I tear up every time I think how good you been to me
I should of lost a few times and walked away without any pay
But I got favoured with you and you gave it to me anyway
So when you blind in a situation believe he can show you
And if you ever need a hug then just believe he can hold you
So turn to the Lord for he's the best to consult you
And that's the realest thing that Mack 10 ever told you

[Hook]

[Verse 3]
Thank you for letting me conquer my enemies and they plots
And thank you for letting my momma survive the 5 shots
It was up close and personal a lot for a kid to see
All the stuff I been through how could I not be a G
I know he got a purpose for me it ain't no if ands or maybes
God in case I never told you I want to thank you for my babies
Although I'm a gangster rapper I'm pretty smart and well rounded
I never sell my soul and I promise to stay grounded
He said all you got to do is just speak it and believe it
And everything I prayed for I eventually receive it
While the devil work overtime the suckers stay doubting you
I'm aware of all my blessings and I know I'm nothing without you
[Hook]Embed",e:\uni\fall25\cse425\project\data\audio\english\The_Testimony_Mack_10.mp3,english
I'm No Angel,"Allman, Gregg",rock,"I’m No Angel LyricsNo, I'm no angel
No, I'm no stranger to the streets
I've got my label
So I won't crumble at your feet

And I know, baby
So I got scars upon my cheek
And I'm not crazy
Come on and love me, baby

So you found me hard to handle
Well, I'm easier to hold
So you like my spurs that jingle
And never leave you cold
So I might steal your diamonds
I'll bring you back some gold
I'm no angel, mmm
No, I'm no angel
No, I'm no stranger to the dark
Let me rock your cradle
Let me start a fire with your spark

Oh, come on, baby
Come and let me show you my tattoo
Let me drive you crazy
Come on and love me, baby

So you don't give a darn about me
I'll never treat you bad
I won't ever lift a hand to hurt you
And I'll always leave you glad
So I might steal your diamonds
I'll bring you back some gold
I'm no angel

No, I'm no angel
No, I'm no stranger to the dark
Let me rock your cradle
Let me start a fire in your heart

Oh, come on, baby
Come and let me show you my tattoo
Let me drive you crazy
Come on and love me, baby
Come on, baby
Drive me crazy
Drive me crazy
Come on, baby

Come on, baby
Oh, come on, babyEmbed","e:\uni\fall25\cse425\project\data\audio\english\I'm_No_Angel_Allman,_Gregg.mp3",english
Only Daddy That'll Walk the Line,Waylon Jennings,country,"Only Daddy That’ll Walk the Line Lyrics[Verse 1]
Everybody knows you've been stepping on my toes
And I'm getting pretty tired of it
You keep a' stepping out of line
And a' messing with my mind
If you had any sense you'd quit

[Chorus]
'Cause ever since you were a little bitty teeny girl
You said I was the only man in this whole world
Now you better do some thinking then you'll find
You got the only daddy that'll walk the line

[Verse 2]
I keep a' working every day all you want to is play
I'm tired of staying out all night
I'mma coming unglued
From your funny little moods
Now Honey baby that ain't right
[Chorus]
'Cause ever since you were a little bitty teeny girl
You said I was the only man in this whole world
Now you better do some thinking then you'll find
You got the only daddy that'll walk the line

[Verse 3]
You keep a' packing up my clothes nearly everybody knows
That you're still just a' putting me on
But when I start a' walking
Gonna' hear you start a' squawking
And a' begging me to come back home

[Chorus]
'Cause ever since you were a little bitty teeny girl
You said I was the only man in this whole world
Now you better do some thinking then you'll find
You got the only daddy that'll walk the line

[Outro]
You got the only daddy that'll walk the lineEmbed",e:\uni\fall25\cse425\project\data\audio\english\Only_Daddy_That'll_Walk_the_Line_Waylon_Jennings.mp3,english
