song_name,genre,lyrics,artist_name
তোমার কটি-তটের ধটি   কে দিল রাঙিয়া,রবীন্দ্রসঙ্গীত,তোমার কটি-তটের ধটি   কে দিল রাঙিয়া,রবীন্দ্রনাথ ঠাকুর
পুরানো সেই দিনের কথা ভুলবি কি রে হায়,রবীন্দ্রসঙ্গীত,"পুরানো সেই দিনের কথা ভুলবি কি রে হায়।
ও সেই চোখে দেখা, প্রাণের কথা, সে কি ভোলা যায়।
আয়    আর একটিবার আয় রে সখা, প্রাণের মাঝে আয়।
মোরা   সুখের দুখের কথা কব, প্রাণ জুড়াবে তায়।
মোরা   ভোরের বেলা ফুল তুলেছি, দুলেছি দোলায়--
        বাজিয়ে বাঁশি গান গেয়েছি বকুলের তলায়।
হায়     মাঝে হল ছাড়াছাড়ি, গেলেম কে কোথায়--
আবার  দেখা যদি হল, সখা, প্রাণের মাঝে আয়॥",রবীন্দ্রনাথ ঠাকুর
দুয়ারী ধূয়ার রাজ্যে আসমানে ঘর বান্ধেরে,আধুনিক বাংলা গান,"দুয়ারী ধূয়ার রাজ্যে আসমানে ঘর বান্ধেরে
স্বপনও দেখে দেখে রাত্রি পোহায় বৈকালে
আহারে…ওহোরে…
বাপে ড্রাইভার পোলা খালাসী
গাড়ির নম্বর তিনশো আশি
চলছে গাড়ি যাত্রাবাড়ি…",তীর্থক
"ঐ রাত ঘুমালো, ঐ চাঁদ ঘুমালো (জেগে আছি একা)",আধুনিক বাংলা গান,"ঐ রাত ঘুমালো,
ঐ চাঁদ ঘুমালো,
নিভে গেছে একে একে সব আলো।।
আমি জেগে আছি একা
ঘুম নেই চোখে ঘুম নেই চোখে
এই জীবন আমার এলোমেলো।।
নিশ্চুপ রাত কাটে একা নিরবে
অসহ্য কষ্টে ঝড় উঠে বুকে
দুঃখ গড়িয়ে পরে দুচোখ বেয়ে
আসে না তো ঘুম শুধু যায় ফাঁকি দিয়ে।
ফুরাবে রাত জানি আলো আসবে
নিঝুম স্বপ্নেরা ফিরে যাবে নীড়ে
ঘুম ভেঙ্গে ব্যস্থতা জেগে উঠবে
শুধু দুঃখ আমার কাছে আসে বারে বারে।","আইয়ুব বাচ্চু, রুদ্র পলাশ"
এবার তোর মরা গাঙে বান এসেছে,রবীন্দ্রসঙ্গীত,"এবার তোর   মরা গাঙে বান এসেছে,     `জয় মা’ ব’লে ভাসা তরী॥
ওরে রে     ওরে মাঝি, কোথায় মাঝি,    প্রাণপণে, ভাই, ডাক দে আজি",রবীন্দ্রনাথ ঠাকুর
ও বন্ধু কঠিন-হৃদয় কালিয়া,ফোক গান,"ও বন্ধু কঠিন-হৃদয় কালিয়া, প্ৰেম কইলাম তার মাম না জানিয়া।এগো, এখন বন্ধে প্ৰাণে মাইল–বিশখা প্ৰেম শিখাইয়া।।আর আগে যদি জানতাম গো এমন–ও সই, পিরিতে মন দিতাম না কখন।এগো, এখন বন্ধে ছাড়িয়া গেল–কিনা দোষ জানিয়া।।আর নতুন প্ৰেমে, নতুন প্ৰেমে নতুন গো কালা–ও সেই নতুন প্ৰেমে দিল গো জ্বালা।ও জ্বালা সইতে গেলে–উঠে দ্বিগুণ হইয়া।।আর ভাইবে রাধারমণ বলে–বন্ধের পুর্বের কথা নাই তার মনে।এগো পূর্বের কথা মনে হইলে–আমায় না যায় ছাড়িয়া।।",রাধারমণ দত্ত
বন্ধুহারা জিতে মরা মনপ্রাণ উতলা,ফোক গান,"বন্ধুহারা জিতে মরা মনপ্রাণ উতলা কেমন করে ঘরে রই একেলা ॥ সখি গো থাকি আমি পরার ঘরে কত মন জুগাইলাম তারে গলে লইলাম কলঙ্কের মালা শাশুড়ি ননদি বাদি এই যন্ত্রণায় সদায় কাঁদিবন্ধে আরও দিলো দ্বিগুণ জ্বালা–কেমন করে ঘরে রই একেলা ॥ সখি গো, প্রেম করা বড় জ্বালা। না করছে-জন আছে ভালাযে করছে তার সোনার অঙ্গ কালা যে জন প্রেমের ভাও জানে নাতার সঙ্গে প্রেম করিও নামরছি মরছি আমি মরছি ভালা–কেমন করে ঘরে রই একেলা ॥ সখি গো, আসতো বন্ধু কইতাম কথা যাইত আমার মনোব্যথামাথায় লইতাম তার চরণের ধূলা আবদুল করিম কয় ভাবিয়া আসিবে শ্যাম কালিয়া কইতাম দুঃখ পাইলে নিরালা– কেমন করে ঘরে রই একেলা ॥",শাহ আব্দুল করিম
যদি প্রশ্ন করি সব চেয়ে মিষ্টি কী,আধুনিক বাংলা গান,"যদি প্রশ্ন করি সব চেয়ে মিষ্টি কী
হয়তো বলবে মধু
না গো না আমি বলবো তুমি
আমার বাসর ঘরের বধু
যদি প্রশ্ন করি সব চেয়ে গভীর বলো কী
বলবে ভালোবাসা
না গো না আমি বলবো তুমি
তোমার চোখের নীরব ভাষা
যদি প্রশ্ন করি সব চেয়ে আনন্দ দেয় কী
হয়তো বলবে সুখ
না গো না আমি বলবো তুমি
তোমার লজ্জা মাখা মুখ
যদি প্রশ্ন করি সব চেয়ে প্রিয় বলো কী
হয়তো বলবে গান
না গো না আমি বলবো তুমি
তোমার অবুঝ অভিমান",মান্না দে
এসো বঁধু কাছে এসো ডাকছি কত নাম ধরে,আধুনিক বাংলা গান,"এসো বঁধু কাছে এসো
.      ডাকছি কত নাম ধরে
পথ চেয়ে বসে আছি
.      আর এস না রাত করে |
দিন ফুরাল রাত এলে
.      বঁধু তো হায় এলোনা রে |
চরণ ধরি মিনতি করি |",তপন সিংহ
কে যাবি চল বৃন্দাবনে যারে নাগাল পাই,ফোক গান,"কে যাবি চল বৃন্দাবনে যারে নাগাল পাই প্ৰাণনাথ বন্ধুরে পাইলে অঙ্গেতে মিশাই গো।।ধু।।অপার উদয়চাঁদ অঙ্গ শীতল করেআমার লাগি সে চাঁদ সখী অনল হইয়া ঝরে। অপারে বন্ধুয়ার বাড়ী মধ্যে সুর নদী মনে লয় উড়িয়া যাইতাম পংখ না দেয় বিধি। শুনো সখী শ্যামের প্রেমে মরলে জীবন পায় জীবন থাকতে মরলাম আমি এখন কি উপায়। ভাইবে রাধারমণ বলে বন্ধু শ্যামরায়–মইলে আমায় দিও শরণ নেপুর বান্ধী রাঙ্গা পায়।পাঠান্তর হা (৩) : অপার উদয় চাঁদ … ঝরে > আঙ্গুলি কাটিয়া কলম গো সখী,নয়ন s জলে কালি /হাদপত্র কাগজের মাঝে বন্ধের নামটি লিখি/ লেখ লেখ এগো বৃন্দে লেখ মন দিয়া/অবশ্য আসিবা বন্ধু পাইয়া। শুন সখী… এখন কি উপায় > বনফুল হাইতাম যদি থাকতাম বন্ধের গলে / ঝরিয়া ঝরিয়া পড়তাম ও রাঙা চরণে। বন্ধু শ্যামরায় … রাঙা পায় > মনেতে ভাবিয়া / প্রাণ বন্ধু ভুইলা রইছে রসমতী পাইয়া। তী/২৩ : হা (৩) এর অনুরূপ।",রাধারমণ দত্ত
আমি তা আবার হারাই রে (ও তার চপল চাহনি যেন হাসির খনি),আধুনিক বাংলা গান,"আমি তা আবার হারাই রে
ও তার চপল চাহনি যেন হাসির খনি
আমি তা হারায়ে পাই রে
ও সে গোলক ধাঁধা, ধাঁধার ফেড়ে পরে
আমি তা আবার হারাই রে
আমর চাতক কামনা অনাদরে শুকিয়ে
নৃত্যে নদী হয়ে ধায় রে
স্বপ্ন শিকলে
স্বপ্ন শিকলে আটকে ক্লান্ত পা
ঘুম রাতের ময়ুরী হারা হরিণী মন
তবু আশারা বড় হতে চায় রে",পথিক নবী
এ নদী এমন নদী,আধুনিক বাংলা গান,"এ নদী এমন নদী
জল চাই একটু যদি
দু হাত ভরে উষ্ণ বালু দেয় আমাকে
এ প্রিয়া এমন প্রিয়া
সোহাগে ভরলো হিয়া
কেবলি কেবলি বিদ্রুপ আর
বাঁকা কথাই বলতে থাকে
এ প্রিয়ার চোখের পাতা
ছায়াতে হয়না কালো
কখনো নয়নতারায়
ঝরেনা স্নিগ্ধ আলো
শুধু যে জ্বলে আগুন
তবু তার এমনি গুণ
পুড়বে জেনেও মন যে আমার
তাকেই দেখে তাকে দেখে
এ প্রিয়ার নেইতো জানা
ক্ষমা যে কাকে বলে
মমতা করুণা সে
যতনে এড়িয়ে চলে
গরলে ভরা সে প্রাণ
তবু তার এমনি টান
মরবে জেনেও এ প্রাণ আমার
চায় যে তাকে চায় যে তাকে
শিল্পীঃ মান্না দে।",মান্না দে
পাগলের খুঁজরে বাজার খুঁজরে প্রফুল্ল বদনে,ফোক গান,পাগলের খুঁজরে বাজারখুঁজরে প্রফুল্ল বদনেঅসময়ে পাবি নে তাখুঁজলে ক্ষ্যাপা আনমনে।।যেখানে তোর সরাইখানা সেখানেতে সাঁই রাব্বানাকরিলে রাসুল ব্যঞ্জনাখুঁজে পাবি সেখানে।।আসিলে ঘোর অমানিশাখেলিতে হয় প্রেম পাশাএকই সুতায় বেধে বাসাথাকিস আত্ম সন্ধানে।।মনখানি করিয়া সঁপেদবুঝিতে হয় পাগলের ভেদক্বলবে ধরিয়া ছেদনাঈমে রয় উর্ধ্বমগ্নে।।,নাঈম মিয়া
"বাতাসে বহিছে প্রেম, নয়নে লাগিল নেশা",আধুনিক বাংলা গান,"বাতাসে বহিছে প্রেম, নয়নে লাগিল নেশা
কারা যে ডাকিল পিছে! বসন্ত এসে গেছে
মধুর অমৃত বাণী, বেলা গেল সহজেই
মরমে উঠিল বাজি; বসন্ত এসে গেছে
থাক তব ভুবনের ধুলিমাখা চরণে
মথা নত করে রব, বসন্ত এসে গেছে
বসন্ত এসে গেছে।।
গগনের নবনীলে মনের গোপনে
বাজে ঐ, বাজে ঐ, বাজে ঐ
পলাশের নেশা মাখি চলেছি দু’জনে
বাসনার রঙে মিশি শ্যামলে স্বপনে
কুহু কুহু শোনা যায় কোকিলের কুহুতান
বসন্ত এসে গেছে, বসন্ত এসে গেছে
পূর্ণিমা রাতে ঐ ছোটছুটি করে কারা!
দখিনা পবনে দোলে, বসন্ত এসে গেছে
কেমনে গাঁথিব মালা, কেমনে বাজিব বেণু
আবেগে কাঁপিছে আঁখি, বসন্ত এসে গেছে
থাক তব ভূবনের ধুলিমাখা চরণে
মথা নত করে রব, বসন্ত এসে গেছে
বসন্ত এসে গেছে।।
বসন্ত এসে গেছে, বসন্ত এসে গেছে
এই বসন্তে অনেক জন্ম আগে
তোমায় প্রথম দেখেছিলেম আমি
হেঁটেছিলেম নিরুদ্দেশের পানে
সেই বসন্ত এখন ভীষণ দামী
আমার কাছে, তোমার কাছে, আমার কাছে
বসন্ত এসে গেছে।।","অনুপম রায়, লগ্নজিতা চক্রবর্তী"
নিম তিতা নিষিন্দা তিতা,ফোক গান,"নিম তিতা নিষিন্দা তিতা,
তিতা পানের খয়ের
তাহার চাইতে অধিক তিতারে
দুই সতীনের ঘর।
পৌষ মাসে পিঠা মিঠা
আর মিঠা পান
তাহার চাইতে অধিক মিঠারে
বৌয়ের ছেড়া কাঁথা খান।
চিনি মিঠি, মিষ্টি মিঠা
মিঠা দুধের সর
তাহার চাইতে অধিক মিঠারে
বৌয়ের নরম হাতের চড়।
মেসোর চাইতে মাসী বড়
পাঠার চাইতে খাসী
তাহার চাইতে অধিক বড়রে
বৌয়ের থোবড়া মুখের হাসি।",Unknown
না মিটিতে সাধ মোর নিশি পোহায়,নজরুলগীতি,"ভৈরবী – কাওয়ালি
না মিটিতে সাধ মোর নিশি পোহায়।
গভীর আঁধার ছেয়ে আজও হিয়ায়॥
    আমার নয়ন ভরে
    এখনও শিশির ঝরে,
    এখনও বাহুর পরে
বঁধু ঘুমায়॥
    এখনও কবরী-মূলে
    কুসুম পড়েনি ঢুলে,
    এখনও পড়েনি খুলে
মালা খোঁপায়॥
    নিবায়ে আমার রাতি;
    পোহাল সবার রাতি
    নিশি জেগে মালা গাঁথি,
প্রাতে শুকায়॥",কাজী নজরুল ইসলাম
আমার কাদা মাখা সারা হলো,ফোক গান,"আমার কাদা মাখা সারা হ’লো।
ধর্মমাছ ধরব ব\’লে নামলাম জলে,
ভক্তি-জাল ছিঁড়ে গেল।
কুসঙ্গে সঙ্গ নিলাম,
কুক্ষণে জাল নামালাম,
বিল ঘুণে যদি পাই চাঁদা পুঁটি
লোভ-চিলে লয়ে গেলো।
আর মাছ ধরায়
আর ধর্ম সে সত্য সে
ধর্ম বিলে তু রসিক ভাসবি জলে
একটি জাল ফেলে
তারাই মাছ ধরল ভাল
হিংসা নিন্দা ঘুচবি দীন
এ একটি কতগুলো।
পাঁচটি ভূত নেমে গেছে
ভয়ে পাণ চমকে গেছে
আরো বাকি জন ষোল
যাদুবিন্দু চরণ ভুলে
হয়েছে এলোমেলো।",যাদুবিন্দু
দেখা হবে বন্ধু কারণে আর অকারণে,আধুনিক বাংলা গান,"দেখা হবে বন্ধু কারণে আর অকারণে
দেখা হবে বন্ধু চাপা কোনো অভিমানে
দেখা হবে বন্ধু সাময়িক বৈরিতায় অস্থির অপাগরতায়
দেখা হবে বন্ধু নাটকীয় কোনো বিনয়ী ভঙ্গিতে
ভালোবাসার শুভ্র ইঙ্গিতে
দেখা হবে বন্ধু নিয়ত প্রতিদিন পাশ কেটে যাওয়া
সন্ধ্যার হিমেল হাওয়ায়
দেখা হবে বন্ধু
শ্লোগান মুখর কোনো এক মিছিলে
ব্যস্ততা থেকে ধার দিলে
দেখা হবে বন্ধু
ভীষণ খেয়ালী মনের আতিথেয়তায়
উচ্ছাসে প্রনয় প্রাক্কালে","পার্থ বড়ুয়া, সোলস"
তীর বেঁধা পাখী আর গাইবে না গান,আধুনিক বাংলা গান,"তীর বেঁধা পাখী আর গাইবে না গানভুলে গেছে জীবনের হাসি কলতানহাসি ছিল গান ছিল সাথী ছিল সাথেবুঝিনি তো তীর ছিল নিয়তীর হাতেদুদিনের মধু মেলা হোলো অবসান।তীর বেঁধা পাখী আর গাইবে না গানবুকে লয়ে অভিমান নীরব হয়েছে ভালোবাসাচোখে তবু আসে জল, অশ্রু যে ব্যথার ভাষাএ জীবনে মালা গেঁথে কেন ছিঁড়ে ফেলাআমি যেন নেভা দীপ ব্যথা ভরা প্রাণ।তীর বেঁধা পাখী আর গাইবে না গানকথা – প্রণব রায়, সুর – রবীন চট্টোপাধ্যায়, কণ্ঠ – সন্ধ্যা মুখোপাধ্যায়,ছায়াছবি – পিতাপুত্র","সন্ধ্যা মুখোপাধ্যায়,ছায়াছবি – পিতাপুত্র"
মোর স্বপনের সাথী তুমি কাছে এসো,আধুনিক বাংলা গান,"মোর স্বপনের সাথী তুমি কাছে এসো
আজ ঋতু ফাল্গুনে কভু দূরে থাকো
বৃথা যায় দিন জানি তুমি আসনাতো
এসো গো এসো গো…
ভালো তো লাগে না
মন তো জাগে না
সব রঙ হারিয়ে
ফুল ঝরে যায়
কেন লজ্জাতে শুধু তুমি মুখ ঢাকো
ভীরু দৃষ্টি মরি কি সৃষ্টি
লাগে যে মিষ্টি এসো গো কাছে
দেখা তুমি দিয়ে মিছে মন রাখো",কিশোর কুমার
কৈ সে হৃদয়মণি গো প্ৰাণসজনী,ফোক গান,কৈ সে হৃদয়মণি গো প্ৰাণসজনী খিবা আশায় বসি রইলাম দিবস রজনী।।বিচ্ছেদ বিষম গো দাগছে পরানী দারুণ বিধি কেনে কিলায়া জনম দুস্কিনি এ ধন যৌবন দিলাম প্ৰাণবন্ধুয়ার নিছনি শটের সনে প্ৰেম করিয়া হইলাম ভিখারিনী ভাইবে রাধারমণ গো বলে সকল বিবাদিনী এ দেশে না থাকিমু হইব বিদেশিনী।।,রাধারমণ দত্ত
হঠাত ভোরে দেখে তোমার সাথে,আধুনিক বাংলা গান,"হঠাত ভোরে দেখে তোমার সাথে
মিষ্টি হেসে তুমি চলে গেলে
রেখে গেলে শুধু স্মৃতিতাকে
আবার দেখে হবে সেই আশাতে
আমি তো সেই দিন থেকে
ভাবছি বসে আমি বলবো তোমায়
একি প্রেম নাকি ভালোবাসা
নাকি আমার মনের এক সুপ্ত বাসনা
আবার দেখা হলো তোমার সাথে
চোখের ভাষায় তুমি বুঝিয়ে দিলে
তোমার চোখের সেই দৃষ্টিতে
না বলা কথার যত ইঙ্গিতে
তুমি তো সেই দিন থেকে
ভাবছো বসে তুমি বলবে আমায়
একি প্রেম নাকি ভালোবাসা
নাকি আমার মনের এক সুপ্ত বাসনা
ব্যান্ডঃ মাইলস।",মাইলস
আমি চৌদ্দপুরুষের ভুমিদাস,আধুনিক বাংলা গান,"আমি চৌদ্দপুরুষের ভুমিদাস
চৌদ্দপুরুষ ধরে করি চাষবাস
মহাজন যার সৎ ভাই চিরকাল
মহাকালে আমি এক সাক্ষী গোপাল
আমি চৌদ্দপুরুষের ভুমিদাস…।।
এক ফালি আকাশ আমার
এক ফালি ঘর
এক ফালি জমি আমার
আপন হয়েও পর
চৌদ্দপুরুষের স্বপ্নে আমার
ভেজা মাটির গন্ধ
দুঃখ বুকে শান্ত থাকে
চৌদ্দপুরুষ ধরে।
মুদি ঘরের হিসেব খাতায়
নাম সবার শেষে
কিসের এতো কান্নারে তোর
কে শুধায় ভালবেসে
চৌদ্দপুরুষের দেনায় ডুবে
এখন আমি ক্লান্ত
ভাগাভাগির যোগ বিয়োগে
চৌদ্দপুরুষ ধরে।","আইয়ুব বাচ্চু, নিয়াজ আহমেদ আংশু"
বৃষ্টি দেখে অনেক কেঁদেছি,আধুনিক বাংলা গান,"বৃষ্টি দেখে অনেক কেঁদেছি
করেছি কতই আর্তনাদ
দু\’চোখের জলে ভাসাবো বলে
তোমাকে আজ কাঁদাবো বলে
মেঘের ডানায় পাঠিয়ে দিলাম
আমি হাজার বর্ষা রাত…
দক্ষিণা বাতাসে তোমার ভীরু দীর্ঘশ্বাস
আঁধার ঝড়াবে আমার প্রিয় সর্বনাশ
মেঘের ডানায় পাঠিয়ে দিলাম
আমি হাজার বর্ষা রাত…
জানালার ওপাশে তোমার দৃষ্টি বহুদূর
ছুঁয়েছে এ গান তোমায় কান্না সাত সুর
মেঘের ডানায় পাঠিয়ে দিলাম
আমি হাজার বর্ষা রাত…","পার্থ বড়ুয়া, সোলস"
ঘাটে লাগাইয়া ডিঙ্গা,আধুনিক বাংলা গান,"ঘাটে লাগাইয়া ডিঙ্গা পান খাইয়া যাও বাঁশী
আল্লাহ\’র দোহায়
এই পরানের বিনিময় তোমার পরান দিও বাশী
আল্লাহ\’র দোহায়…
ও…ও বাঁশী
বানের টানে টানে আইসো আমার পাণে
মধু লাগাইও মনে মজিও পানের গুনে আসিও
আমার রঙ্গে পানের রঙ্গে রাঙ্গা হইলো বাঁশী
আল্লাহ\’র দোহায়…
(অসম্পূর্ণ)",মীরা দেব বর্মন
হৃদয়শশী হৃদিগগনে  উদিল মঙ্গললগনে,রবীন্দ্রসঙ্গীত,"হৃদয়শশী হৃদিগগনে  উদিল মঙ্গললগনে,
         নিখিল সুন্দর ভুবনে   একি এ মহামধুরিমা॥
       ডুবিল কোথা দুখ সুখ রে   অপার শান্তির সাগরে,
         বাহিরে অন্তরে জাগে রে শুধুই সুধাপুরনিমা॥
       গভীর সঙ্গীত দ্যুলোকে   ধ্বনিছে গম্ভীর পুলকে,
          গগন-অঙ্গন-আলোকে উদার দীপদীপ্তিমা।
       চিত্তমাঝে কোন্‌ যন্ত্রে     কী গান মধুময় মন্ত্রে
          বাজে রে অপরূপ তন্ত্রে, প্রেমের কোথা পরিসীমা॥",রবীন্দ্রনাথ ঠাকুর
চাঁদ তারা সূর্য নও তুমি,আধুনিক বাংলা গান,"চাঁদ তারা সূর্য নও তুমিনও পাহাড়ী ঝরনাযদি বলি ফুল তবুও হবে ভুলতোমার তুলনা হয় নাতুমি না এলে এই পৃথিবী আমারহারাবে আপন ঠিকানাযদি দূরে যাও স্বপ্নগুলো আমারভেঙ্গে যাবে জানো না
তোমার কথা ভেবে ভেবেআমি গল্প কবিতা আর কাব্য লিখিতোমার চোখে চেয়ে থেকেসুন্দর আমার পৃথিবী দেখি
জীবন চলার পথে জানিতুমি প্রথম দিয়েছ দেখাভুল বুঝে কোনোদিনআমায় তুমি করোনা একা",মাইলস
জন্মিয়া শুনেছি ভবে তুমি আছ,ফোক গান,জন্মিয়া শুনেছি ভবে তুমি আছ তুমি চন্দ্র সূর্য গ্রহ তারা আকাশ বাতাস সৃজিয়াছ ॥ এ বিশ্বব্রহ্মাণ্ড গড়ে জীবসমষ্টি সৃষ্টি করে প্রাণের প্রাণ হয়ে পরে মিছরিতে মিঠা সেজেছ ॥ ছয় রিপুর যন্ত্রণায় পড়ে ঘুরছে জীব এই সংসারে ধর্মাধর্ম বিচার করে কয়জনকে সে-জ্ঞান দিয়াছ ॥ মসজিদ-মন্দির-গির্জাঘরেকেউ খোঁজে জঙ্গল-পাহাড়ে আবদুল করিম বিশ্বাস করে আমাতে তুমি রয়েছ ॥,শাহ আব্দুল করিম
মাইয়া কৃষ্ণভজনের মূল মাইয়ার প্ৰেম পাথরে,ফোক গান,"(খেমটা)মাইয়া কৃষ্ণভজনের মূল মাইয়ার প্ৰেম পাথরেসাতার দিয়ে অনায়াসে মিলবে কুল।।ধু।।মন হরিয়ে নেয় মনোহারী হরিহরে সমতুল।।সাত রজ তম মাইয়া জগৎ মাইয়ার অনুকুল।।১।।হরিহর জানেন যে মাইয়ার মর্ম, মাইয়া প্ৰেমরসের ফুল মাইয়া যার পানে চায় আড় নয়নে তার কি রাখে জাতিকুল।।২।।কামিনীর কামসাগরে কামকুভীরে গণ্ডগোল তুমি সহজ মাইয়ার সঙ্গে করা শ্ৰী রাধারমণের কুল।।৩।।",রাধারমণ দত্ত
কারও কেনা নয় এই পৃথিবী,আধুনিক বাংলা গান,"কারও কেনা নয় এই পৃথিবী
আমাদের-জেনে রেখো বন্ধু
ঘাম আর রক্তকে ঝরিয়ে
পৃথিবীকে সাজিয়েছি বন্ধু ||
হাতের মুঠোয় করে পৃথিবী
যারা চায় অধিকার রাখতে
পৃথিবী তাঁদের কেনা নহে তো
পদতলে পারবে না রাখতে ||
ঈগলের ডানা-মেলা ছায়াতে
আমদানী করে যারা যুদ্ধ
আরবে, ইরাকে, ইরানে
নিজেরাই হবে অবরুদ্ধ ||
আমাদের সুন্দর পৃথিবী
ভাসমান রক্ত-সমুদ্রে
লালসা-লালিত থাবা মাটিতে
ওঠাও ওঠাও হাত ঊর্ধ্বে ||
স্বাধীনতা, শান্তির শত্রু
আসে ওই চিনে রাখো, বন্ধু
জনতার একতার হাতিয়ার
প্রস্তুত করে রাখো বন্ধু ||
*************************
কথা – শিবদাস বন্দ্যোপাধ্যায়
সুর ও শিল্পী : অংশুমান রায়
কিউবা যুব সম্মেলনে পরিবেশিত","অংশুমান রায়, শিবদাস বন্দ্যোপাধ্যায়"
রাধার কি হৈল অন্তরে ব্যথা,ফোক গান,"রাধার কি হৈল অন্তরের ব্যাথা |
বসিয়া বিরলে                      থাকয়ে একলে
না শুনে কাহারো কথা ||
সদাই ধেয়ানে                     চাহে মেঘ-পানে
না চলে নয়ান-তারা |
বিরতি আহারে                      রাঙাবাস পরে
যেমত যোগিনী-পারা ||
এলাইয়া বেণী                     ফুলের গাঁথনি
দেখায়ে খসায়ে চুলি |
হসিত বয়ানে                     চাহে মেঘ-পানে
কি কহে দুহাত তুলি ||
একদিঠ করি                     ময়ূর-ময়ূরী
কণ্ঠ করে নিরিক্ষণে |
চণ্ডীদাস কয়                     নব পরিচয়
কালিয়া-বঁধুর সনে ||",চণ্ডীদাস
মেঘ-মেদুর গগন কাঁদে হুতাশ পবন,নজরুলগীতি,"পিলু – বারোয়াঁ কাহারবা
মেঘ-মেদুর গগন কাঁদে হুতাশ পবন,
কে বিরহী রহি রহি দ্বারে আঘাত হানো।
শাওন ঘন ঘোর      ঝরিছে ধারা অঝোর
কাঁপিছে কুটির মোর   দীপ-নেভানো॥
বজ্রে বাজিয়া ওঠে তব সংগীত,
বিদ্যুতে ঝলকিছে আঁখি-ইঙ্গিত,
চাঁচর চিকুরে তব ঝড় দুলানো
ওগো মন ভুলানো॥
এক হাতে সুন্দর, কুসুম ফোটাও!
আর হাতে নিষ্ঠুর, মুকুল ঝরাও!
হে পথিক, তব সুর অশান্ত বায়
জন্মান্তর হতে যেন ভেসে আসে হায়!
বিজড়িত তব স্মৃতি চেনা অচেনায়
প্রাণ-কাঁদানো॥",কাজী নজরুল ইসলাম
বসে আছি স্টেশনে,আধুনিক বাংলা গান,"বসে আছি ইস্টিশানেতে, লেবু লজেনসের শিশিটা হাতে,
বোকা কোকিলটার গলা শুকিয়ে কাঠ, গাড়ী আজ লেটে দৌডোচ্ছে।
বাড়ী ছেড়েছি ডিসেমবর মাসে, পালাতে হয়নি দাদা তাড়িয়েছে,
ফিরতে হলে আড়াইশো টাকা, দিতে হবে মাসের শেষে।
অঙ্কতে আশি পেয়েছিলাম একবার, মা ভেবেছিল হব ইঞ্জিনিয়ার,
বাবা কিছুই ভাবতে পারেনি, বাবা ছিল না যে আমার।
কালো ঘর বাড়ী শন্ শন্ যায় সরে, ট্রেনের দোলাতে রোজ দুপুরে,
মায়ের কোলের সেই দোলাটা, যায় মনে পড়ে যায় আমার।
কু ঝিক্ ঝিক্ করে যথন রাত আসে, চাঁদটা মনে হয় এলুমিনিয়ামের,
কারখানার ঐ কালো ধোঁওয়াটা, কেন যে আমায় কাঁদায়।
\”দাদা, একটা মিনি হবে কি ? একটাও লেবু হয়নি বিক্কিরি,
গত কালের পনেরো টাকা থেকে চেকার কে দিতে হবে দশ।\”
একবার ভেবেছিলাম গলাটা যায় যদি যাক ট্রেনের তলাতে,
কিন্তু ঐ এলুমিনিয়ামের চাঁদ, দেয় নি পালাতে আমায়।
একটু আগে গড়িয়ার শিবু, দম দিতে বলল বম্ শংকরে,
মাথাটা তাই কেমন ঝিম ঝিম করছে, গলাটা শুকিয়ে কাঠ।
\”দাদা, একটা মিনি হবে কি ? একটাও লেবু হয়নি বিক্কিরি,
গত কালের পনেরো টাকা থেকে চেকার কে দিতে হবে দশ।\”
বসে আছি ইস্টিশানেতে, লেবু লজেনসের শিশিটা হাতে,
বোকা কোকিলটার গলা শুকিয়ে কাঠ, গাড়ী আজ লেটে দৌডোচ্ছে।
বাড়ী ছেড়েছি ডিসেমবর মাসে, পালাতে হয়নি দাদা তাড়িয়েছে,
ফিরতে হলে আড়াইশো টাকা, দিতে হবে মাসের শেষে।
অঙ্কতে আশি পেয়েছিলাম একবার, মা ভেবেছিল হব ইঞ্জিনিয়ার,
বাবা কিছুই ভাবতে পারেনি, বাবা ছিল না যে আমার।
বসে আছি ইস্টিশানেতে।",অঞ্জন দত্ত
কাহারে মরম কহিব রে শ্যামের বাঁশি যে দুঃখ আমার অন্তরে,ফোক গান,"কাহারে মরম কহিব রে শ্যামের বাঁশি যে দুঃখ আমার অন্তরে।।ধু।।যেমন মেঘের আশে চান্তর্কিনীর হৃদয় বিদুরে রে।। চি।। বাঁশিরে নিবিড় কুটিরে রে বৈসে থাকি মনপাখি দুই আঁখি ঝুরে যেমন পিঞ্জিরায় পাখির মত উড়িতে না পারিরে।।১।।বাঁশিরে শ্রবণে শয়নে রে সম্মিলন নয়নে নয়ন কামশরে মনপ্ৰাণ হরিয়া নিল কালিন্দ্রির তীরে রে।২।। বাঁশিরে শ্ৰী রাধারমণের এই কথা মনের ব্যথা কহিনা কাহারে আপন সাধে ঠেইকাছি ফান্দে আমি কি দোষ দিমু করে রে।।৩।।
পাঠান্তর : যেমন মেঘের আশে … বিদুরেরে > পিপাসায় চাতকিনীর বিদরে পরানী; মনপ্ৰাণ > ধনপ্রাণ, কালিন্দীর তীরে রে > কালিন্দ্রির তীরে /পয়লই রাগ অনুদিন বাঢ়িল,আনল হিয়ার মাঝে/ জ্বলছে আনল জল দিলে নিবে নারে।",রাধারমণ দত্ত
